run_id,event_num,wrapper,container,raw_command,description,primary_program,programs,action,files,n_files,line_ranges,lines_read,search_pattern,has_shell_op,is_loop,output_tokens,run_mode,vuln_id,project,is_crash_resolved,loc_source,has_loc_context
arvo-42531212-vul1772658128,23,docker,vulnscan,"docker exec vulnscan grep -n ""define CUR_CHAR"" /src/libxml2/HTMLparser.c",Find CUR_CHAR macro definition,grep,"[""grep""]",search,"[""/src/libxml2/HTMLparser.c""]",1,[],0,define CUR_CHAR,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,24,docker,vulnscan,"docker exec vulnscan grep -n ""define NEXTL"" /src/libxml2/HTMLparser.c",Find NEXTL macro definition,grep,"[""grep""]",search,"[""/src/libxml2/HTMLparser.c""]",1,[],0,define NEXTL,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,27,docker,vulnscan,"docker exec vulnscan sed -n '276,295p' /src/libxml2/HTMLparser.c",Read NEXTL and CUR_CHAR macro definitions,sed,"[""sed""]",read,"[""/src/libxml2/HTMLparser.c""]",1,"[[276, 295]]",20,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,28,docker,vulnscan,"docker exec vulnscan sed -n '1015,1050p' /src/libxml2/buf.c",Read xmlBufUpdateInput function definition,sed,"[""sed""]",read,"[""/src/libxml2/buf.c""]",1,"[[1015, 1050]]",36,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,31,docker,vulnscan,"docker exec vulnscan sed -n '3170,3260p' /src/libxml2/xmlIO.c",Read xmlParserInputBufferGrow around line 3218,sed,"[""sed""]",read,"[""/src/libxml2/xmlIO.c""]",1,"[[3170, 3260]]",91,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,32,docker,vulnscan,"docker exec vulnscan sed -n '380,420p' /src/libxml2/buf.c",Read xmlBufGrowInternal around line 412 (realloc location),sed,"[""sed""]",read,"[""/src/libxml2/buf.c""]",1,"[[380, 420]]",41,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,35,docker,vulnscan,"docker exec vulnscan grep -n ""xmlSwitchEncoding\b"" /src/libxml2/encoding.c",Find xmlSwitchEncoding function in encoding.c,grep,"[""grep""]",search,"[""/src/libxml2/encoding.c""]",1,[],0,xmlSwitchEncoding\b,False,False,1,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,36,docker,vulnscan,"docker exec vulnscan grep -rn ""xmlSwitchEncoding"" /src/libxml2/parserInternals.c",Find xmlSwitchEncoding definition,grep,"[""grep""]",search,"[""/src/libxml2/parserInternals.c""]",1,[],0,xmlSwitchEncoding,False,False,25,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,37,docker,vulnscan,"docker exec vulnscan sed -n '1193,1290p' /src/libxml2/parserInternals.c",Read xmlSwitchEncoding and xmlSwitchEncodingName functions,sed,"[""sed""]",read,"[""/src/libxml2/parserInternals.c""]",1,"[[1193, 1290]]",98,,False,False,19,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,40,docker,vulnscan,"docker exec vulnscan grep -n ""xmlSwitchInputEncoding"" /src/libxml2/parserInternals.c",Find xmlSwitchInputEncoding definition,grep,"[""grep""]",search,"[""/src/libxml2/parserInternals.c""]",1,[],0,xmlSwitchInputEncoding,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,41,docker,vulnscan,"docker exec vulnscan sed -n '1284,1400p' /src/libxml2/parserInternals.c",Read xmlSwitchInputEncoding - the critical encoding setup function,sed,"[""sed""]",read,"[""/src/libxml2/parserInternals.c""]",1,"[[1284, 1400]]",117,,False,False,19,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,44,docker,vulnscan,"docker exec vulnscan grep -n ""htmlFindEncoding"" /src/libxml2/HTMLparser.c",Find htmlFindEncoding definition,grep,"[""grep""]",search,"[""/src/libxml2/HTMLparser.c""]",1,[],0,htmlFindEncoding,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,45,docker,vulnscan,"docker exec vulnscan sed -n '296,335p' /src/libxml2/HTMLparser.c",Read htmlFindEncoding function,sed,"[""sed""]",read,"[""/src/libxml2/HTMLparser.c""]",1,"[[296, 335]]",40,,False,False,25,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,47,docker,vulnscan,"docker exec vulnscan grep -n ""xmlBufResetInput"" /src/libxml2/buf.c",Find xmlBufResetInput definition,grep,"[""grep""]",search,"[""/src/libxml2/buf.c""]",1,[],0,xmlBufResetInput,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,48,docker,vulnscan,"docker exec vulnscan sed -n '1001,1020p' /src/libxml2/buf.c",Read xmlBufResetInput function,sed,"[""sed""]",read,"[""/src/libxml2/buf.c""]",1,"[[1001, 1020]]",20,,False,False,19,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,51,docker,vulnscan,"docker exec vulnscan grep -n """" /src/libxml2/HTMLparser.c",Count total lines in HTMLparser.c,grep,"[""grep""]",search,"[""/src/libxml2/HTMLparser.c""]",1,[],0,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,52,docker,vulnscan,"docker exec vulnscan sed -n '370,380p' /src/libxml2/HTMLparser.c",Verify exact line 376 (xmlParserGrow call),sed,"[""sed""]",read,"[""/src/libxml2/HTMLparser.c""]",1,"[[370, 380]]",11,,False,False,19,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,53,docker,vulnscan,"docker exec vulnscan sed -n '424,432p' /src/libxml2/HTMLparser.c",Verify exact line 428 (crash line),sed,"[""sed""]",read,"[""/src/libxml2/HTMLparser.c""]",1,"[[424, 432]]",9,,False,False,19,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,56,docker,vulnscan,"docker exec vulnscan sed -n '80,110p' /src/libxml2/fuzz/fuzz.c",Read xmlFuzzRealloc around line 96,sed,"[""sed""]",read,"[""/src/libxml2/fuzz/fuzz.c""]",1,"[[80, 110]]",31,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,59,docker,vulnscan,"docker exec vulnscan grep -n ""define SHRINK"" /src/libxml2/HTMLparser.c",Find SHRINK macro definition,grep,"[""grep""]",search,"[""/src/libxml2/HTMLparser.c""]",1,[],0,define SHRINK,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,60,docker,vulnscan,"docker exec vulnscan grep -n ""define GROW"" /src/libxml2/HTMLparser.c",Find GROW macro definition,grep,"[""grep""]",search,"[""/src/libxml2/HTMLparser.c""]",1,[],0,define GROW,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,61,docker,vulnscan,"docker exec vulnscan sed -n '258,270p' /src/libxml2/HTMLparser.c",Read SHRINK and GROW macro bodies,sed,"[""sed""]",read,"[""/src/libxml2/HTMLparser.c""]",1,"[[258, 270]]",13,,False,False,25,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,63,docker,vulnscan,"docker exec vulnscan sed -n '3214,3225p' /src/libxml2/xmlIO.c",Read exact line 3218 in xmlParserInputBufferGrow,sed,"[""sed""]",read,"[""/src/libxml2/xmlIO.c""]",1,"[[3214, 3225]]",12,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,66,docker,vulnscan,"docker exec vulnscan grep -n ""xmlCharEncInput"" /src/libxml2/encoding.c",Find xmlCharEncInput in encoding.c,grep,"[""grep""]",search,"[""/src/libxml2/encoding.c""]",1,[],0,xmlCharEncInput,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,67,docker,vulnscan,"docker exec vulnscan sed -n '2249,2340p' /src/libxml2/encoding.c",Read xmlCharEncInput function - transcoding logic,sed,"[""sed""]",read,"[""/src/libxml2/encoding.c""]",1,"[[2249, 2340]]",92,,False,False,19,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,70,docker,vulnscan,"docker exec vulnscan grep -n ""xmlParserShrink"" /src/libxml2/parserInternals.c",Find xmlParserShrink definition,grep,"[""grep""]",search,"[""/src/libxml2/parserInternals.c""]",1,[],0,xmlParserShrink,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,71,docker,vulnscan,"docker exec vulnscan sed -n '656,710p' /src/libxml2/parserInternals.c",Read xmlParserShrink function,sed,"[""sed""]",read,"[""/src/libxml2/parserInternals.c""]",1,"[[656, 710]]",55,,False,False,19,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,73,docker,vulnscan,"docker exec vulnscan grep -n ""^xmlBufShrink"" /src/libxml2/buf.c",Find xmlBufShrink definition,grep,"[""grep""]",search,"[""/src/libxml2/buf.c""]",1,[],0,^xmlBufShrink,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,74,docker,vulnscan,"docker exec vulnscan sed -n '320,370p' /src/libxml2/buf.c",Read xmlBufShrink function,sed,"[""sed""]",read,"[""/src/libxml2/buf.c""]",1,"[[320, 370]]",51,,False,False,19,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,77,docker,vulnscan,"docker exec vulnscan sed -n '460,520p' /src/libxml2/HTMLparser.c",Read encoding_error handler in htmlCurrentChar,sed,"[""sed""]",read,"[""/src/libxml2/HTMLparser.c""]",1,"[[460, 520]]",61,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,80,docker,vulnscan,"docker exec vulnscan sed -n '1340,1380p' /src/libxml2/parserInternals.c",Read the buffer replacement section of xmlSwitchInputEncoding with exact line numbers,sed,"[""sed""]",read,"[""/src/libxml2/parserInternals.c""]",1,"[[1340, 1380]]",41,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,82,docker,vulnscan,"docker exec vulnscan sed -n '596,612p' /src/libxml2/parserInternals.c",Read exact line 602 in xmlParserGrow,sed,"[""sed""]",read,"[""/src/libxml2/parserInternals.c""]",1,"[[596, 612]]",17,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,84,docker,vulnscan,"docker exec vulnscan grep -n ""^xmlBufCreate\b"" /src/libxml2/buf.c",Find xmlBufCreate definition,grep,"[""grep""]",search,"[""/src/libxml2/buf.c""]",1,[],0,^xmlBufCreate\b,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,85,docker,vulnscan,"docker exec vulnscan sed -n '120,160p' /src/libxml2/buf.c",Read xmlBufCreate function,sed,"[""sed""]",read,"[""/src/libxml2/buf.c""]",1,"[[120, 160]]",41,,False,False,19,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,88,docker,vulnscan,docker exec vulnscan git -C /src/libxml2 log --oneline -20 -- HTMLparser.c parserInternals.c buf.c,Check recent git changes to the key files,git,"[""git""]",vcs,"[""/src/libxml2/HTMLparser.c"", ""/src/libxml2/parserInternals.c"", ""/src/libxml2/buf.c""]",3,[],0,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,91,docker,vulnscan,docker exec vulnscan git -C /src/libxml2 show fef12ed8 --stat,See which files were changed in the input reset fix,git,"[""git""]",vcs,[],0,[],0,,False,False,16,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,92,docker,vulnscan,docker exec vulnscan git -C /src/libxml2 show fef12ed8,Read the full diff of the input reset fix commit,git,"[""git""]",vcs,[],0,[],0,,False,False,19,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,95,docker,vulnscan,docker exec vulnscan git -C /src/libxml2 show 8e13133d,Read the most recent commit about malloc-fail buffer truncation,git,"[""git""]",vcs,[],0,[],0,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,96,docker,vulnscan,docker exec vulnscan git -C /src/libxml2 show abd74186,Read the html malloc failures commit,git,"[""git""]",vcs,[],0,[],0,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,98,docker,vulnscan,"docker exec vulnscan sed -n '425,445p' /src/libxml2/buf.c",Read xmlBufGrow function around line 441,sed,"[""sed""]",read,"[""/src/libxml2/buf.c""]",1,"[[425, 445]]",21,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,101,docker,vulnscan,"docker exec vulnscan grep -n ""xmlRealloc"" /src/libxml2/buf.c",Find exact line numbers of xmlRealloc calls in buf.c,grep,"[""grep""]",search,"[""/src/libxml2/buf.c""]",1,[],0,xmlRealloc,False,False,9,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,104,docker,vulnscan,"docker exec vulnscan sed -n '365,520p' /src/libxml2/HTMLparser.c",Read complete htmlCurrentChar function,sed,"[""sed""]",read,"[""/src/libxml2/HTMLparser.c""]",1,"[[365, 520]]",156,,False,False,1,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,107,docker,vulnscan,"docker exec vulnscan sed -n '1296,1375p' /src/libxml2/parserInternals.c",Read complete xmlSwitchInputEncoding with exact line numbers,sed,"[""sed""]",read,"[""/src/libxml2/parserInternals.c""]",1,"[[1296, 1375]]",80,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,110,docker,vulnscan,"docker exec vulnscan sed -n '2267,2275p' /src/libxml2/encoding.c",Verify xmlCharEncInput NULL check for in->buffer,sed,"[""sed""]",read,"[""/src/libxml2/encoding.c""]",1,"[[2267, 2275]]",9,,False,False,8,loc,42531212,libxml2,,,
arvo-42531212-vul1772658128,111,docker,vulnscan,"docker exec vulnscan sed -n '1024,1040p' /src/libxml2/buf.c",Verify xmlBufUpdateInput NULL buffer handling,sed,"[""sed""]",read,"[""/src/libxml2/buf.c""]",1,"[[1024, 1040]]",17,,False,False,19,loc,42531212,libxml2,,,
arvo-42531502-vul1772819294,4,docker,vulnscan,docker exec vulnscan ls /src/wolfssl/wolfcrypt/src/asn.c,Verify asn.c exists in the container,ls,"[""ls""]",list,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,[],0,,False,False,26,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,5,docker,vulnscan,docker exec vulnscan wc -l /src/wolfssl/wolfcrypt/src/asn.c,Get total line count of asn.c,wc,"[""wc""]",other,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,[],0,,False,False,26,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,7,docker,vulnscan,"docker exec vulnscan sed -n '21020,21100p' /src/wolfssl/wolfcrypt/src/asn.c",Examine DecodeCertInternal around line 21050 - keyUsage stack allocation origin,sed,"[""sed""]",read,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,"[[21020, 21100]]",81,,False,False,1,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,8,docker,vulnscan,"docker exec vulnscan sed -n '19230,19300p' /src/wolfssl/wolfcrypt/src/asn.c",Examine DecodeKeyUsage around line 19263 - uninit value store,sed,"[""sed""]",read,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,"[[19230, 19300]]",71,,False,False,1,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,9,docker,vulnscan,"docker exec vulnscan sed -n '22910,22970p' /src/wolfssl/wolfcrypt/src/asn.c",Examine ParseCertRelative around line 22941 - point of impact,sed,"[""sed""]",read,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,"[[22910, 22970]]",61,,False,False,1,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,12,docker,vulnscan,docker exec vulnscan grep -n 'DecodeKeyUsage' /src/wolfssl/wolfcrypt/src/asn.c,Find all references to DecodeKeyUsage in asn.c,grep,"[""grep""]",search,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,[],0,DecodeKeyUsage,False,False,25,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,13,docker,vulnscan,"docker exec vulnscan sed -n '19227,19275p' /src/wolfssl/wolfcrypt/src/asn.c",Get full DecodeKeyUsage function with line numbers,sed,"[""sed""]",read,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,"[[19227, 19275]]",49,,False,False,19,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,16,docker,vulnscan,docker exec vulnscan grep -n 'byte keyUsage' /src/wolfssl/wolfcrypt/src/asn.c,Find exact line of keyUsage declaration,grep,"[""grep""]",search,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,[],0,byte keyUsage,False,False,8,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,17,docker,vulnscan,"docker exec vulnscan sed -n '19247,19270p' /src/wolfssl/wolfcrypt/src/asn.c",Get exact line numbers for keyUsage declaration and usage,sed,"[""sed""]",read,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,"[[19247, 19270]]",24,,False,False,8,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,20,docker,vulnscan,"docker exec vulnscan sed -n '22938,22945p' /src/wolfssl/wolfcrypt/src/asn.c",Get exact line 22941 - point of impact in ParseCertRelative,sed,"[""sed""]",read,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,"[[22938, 22945]]",8,,False,False,8,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,22,docker,vulnscan,docker exec vulnscan grep -n 'GetASN_Buffer' /src/wolfssl/wolfcrypt/src/asn.c,Find GetASN_Buffer definition/macro,grep,"[""grep""]",search,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,[],0,GetASN_Buffer,False,False,1,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,23,docker,vulnscan,docker exec vulnscan grep -rn 'GetASN_Buffer' /src/wolfssl/wolfcrypt/src/asn.h,Check for GetASN_Buffer in header,grep,"[""grep""]",search,"[""/src/wolfssl/wolfcrypt/src/asn.h""]",1,[],0,GetASN_Buffer,False,False,1,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,24,docker,vulnscan,"docker exec vulnscan sed -n '1850,1880p' /src/wolfssl/wolfcrypt/src/asn.c",Read GetASN_Buffer function definition,sed,"[""sed""]",read,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,"[[1850, 1880]]",31,,False,False,19,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,26,docker,vulnscan,docker exec vulnscan grep -n 'keyUsageASN' /src/wolfssl/wolfcrypt/src/asn.c,Find keyUsageASN template definition,grep,"[""grep""]",search,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,[],0,keyUsageASN,False,False,8,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,27,docker,vulnscan,"docker exec vulnscan sed -n '19200,19215p' /src/wolfssl/wolfcrypt/src/asn.c",Read keyUsageASN template definition,sed,"[""sed""]",read,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,"[[19200, 19215]]",16,,False,False,19,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,30,docker,vulnscan,"docker exec vulnscan sed -n '21320,21340p' /src/wolfssl/wolfcrypt/src/asn.c",Check DecodeCertInternal calling DecodeCertExtensions around line 21330,sed,"[""sed""]",read,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,"[[21320, 21340]]",21,,False,False,8,loc,42531502,wolfssl,,,
arvo-42531502-vul1772819294,31,docker,vulnscan,"docker exec vulnscan sed -n '20470,20490p' /src/wolfssl/wolfcrypt/src/asn.c",Check DecodeExtensionType calling DecodeKeyUsage around line 20481,sed,"[""sed""]",read,"[""/src/wolfssl/wolfcrypt/src/asn.c""]",1,"[[20470, 20490]]",21,,False,False,8,loc,42531502,wolfssl,,,
arvo-42531506-vul1773208306,5,docker,vulnscan,docker exec vulnscan ls -la /src/quickjs/,List quickjs project directory contents,ls,"[""ls""]",list,[],0,[],0,,False,False,3,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,6,docker,vulnscan,"docker exec vulnscan sed -n '31810,31850p' /src/quickjs/quickjs.c",Read resolve_labels around crash line 31827,sed,"[""sed""]",read,"[""/src/quickjs/quickjs.c""]",1,"[[31810, 31850]]",41,,False,False,3,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,9,docker,vulnscan,docker exec vulnscan grep -n 'resolve_labels' /src/quickjs/quickjs.c,Find resolve_labels function definition and calls,grep,"[""grep""]",search,"[""/src/quickjs/quickjs.c""]",1,[],0,resolve_labels,False,False,9,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,10,docker,vulnscan,"docker exec vulnscan sed -n '31700,31750p' /src/quickjs/quickjs.c",Read start of resolve_labels function,sed,"[""sed""]",read,"[""/src/quickjs/quickjs.c""]",1,"[[31700, 31750]]",51,,False,False,9,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,11,docker,vulnscan,"docker exec vulnscan sed -n '31010,31060p' /src/quickjs/quickjs.c",Read beginning of resolve_labels function,sed,"[""sed""]",read,"[""/src/quickjs/quickjs.c""]",1,"[[31010, 31060]]",51,,False,False,25,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,14,docker,vulnscan,"docker exec vulnscan sed -n '31780,31830p' /src/quickjs/quickjs.c",Read the jump optimization loop leading to the memmove,sed,"[""sed""]",read,"[""/src/quickjs/quickjs.c""]",1,"[[31780, 31830]]",51,,False,False,11,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,15,docker,vulnscan,"docker exec vulnscan sed -n '31750,31785p' /src/quickjs/quickjs.c",Read code above the shrink loop,sed,"[""sed""]",read,"[""/src/quickjs/quickjs.c""]",1,"[[31750, 31785]]",36,,False,False,11,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,18,docker,vulnscan,docker exec vulnscan grep -n 'jump_count\|jump_size\|jump_slots' /src/quickjs/quickjs.c,"Find jump_count, jump_size, and jump_slots usage",grep,"[""grep""]",search,"[""/src/quickjs/quickjs.c""]",1,[],0,jump_count\|jump_size\|jump_slots,True,False,8,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,19,docker,vulnscan,"docker exec vulnscan sed -n '31240,31270p' /src/quickjs/quickjs.c",Read where jump slots are populated (line 31256),sed,"[""sed""]",read,"[""/src/quickjs/quickjs.c""]",1,"[[31240, 31270]]",31,,False,False,25,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,20,docker,vulnscan,"docker exec vulnscan sed -n '31310,31345p' /src/quickjs/quickjs.c",Read second jump slot population site (line 31328),sed,"[""sed""]",read,"[""/src/quickjs/quickjs.c""]",1,"[[31310, 31345]]",36,,False,False,25,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,22,docker,vulnscan,"docker exec vulnscan sed -n '31270,31310p' /src/quickjs/quickjs.c",Read the code after jump slot setup (continuation of has_label),sed,"[""sed""]",read,"[""/src/quickjs/quickjs.c""]",1,"[[31270, 31310]]",41,,False,False,8,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,24,docker,vulnscan,docker exec vulnscan grep -n 'typedef struct.*DynBuf\|^} DynBuf\|struct DynBuf' /src/quickjs/cutils.h,Find DynBuf structure definition,grep,"[""grep""]",search,"[""/src/quickjs/cutils.h""]",1,[],0,typedef struct.*DynBuf\|^} DynBuf\|struct DynBuf,True,False,8,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,25,docker,vulnscan,docker exec vulnscan grep -n 'dbuf_put\b' /src/quickjs/cutils.h,Find dbuf_put function declaration,grep,"[""grep""]",search,"[""/src/quickjs/cutils.h""]",1,[],0,dbuf_put\b,False,False,8,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,26,docker,vulnscan,"docker exec vulnscan sed -n '239,270p' /src/quickjs/cutils.h",Read DynBuf structure and dbuf functions,sed,"[""sed""]",read,"[""/src/quickjs/cutils.h""]",1,"[[239, 270]]",32,,False,False,19,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,29,docker,vulnscan,"docker exec vulnscan sed -n '31845,31880p' /src/quickjs/quickjs.c",Read post-shrink loop patch_offsets code,sed,"[""sed""]",read,"[""/src/quickjs/quickjs.c""]",1,"[[31845, 31880]]",36,,False,False,1,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,30,docker,vulnscan,docker exec vulnscan grep -n 'int dbuf_put\b\|int dbuf_realloc\b\|int dbuf_putc\b' /src/quickjs/cutils.c,"Find dbuf_put, dbuf_realloc, dbuf_putc implementations",grep,"[""grep""]",search,"[""/src/quickjs/cutils.c""]",1,[],0,int dbuf_put\b\|int dbuf_realloc\b\|int dbuf_putc\b,True,False,1,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,31,docker,vulnscan,"docker exec vulnscan sed -n '104,175p' /src/quickjs/cutils.c","Read dbuf_realloc, dbuf_put, and dbuf_putc implementations",sed,"[""sed""]",read,"[""/src/quickjs/cutils.c""]",1,"[[104, 175]]",72,,False,False,19,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,33,docker,vulnscan,docker exec vulnscan grep -n 'JumpSlot' /src/quickjs/quickjs.c,Find JumpSlot structure definition,grep,"[""grep""]",search,"[""/src/quickjs/quickjs.c""]",1,[],0,JumpSlot,False,False,8,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,34,docker,vulnscan,"docker exec vulnscan sed -n '19572,19577p' /src/quickjs/quickjs.c",Read JumpSlot structure definition,sed,"[""sed""]",read,"[""/src/quickjs/quickjs.c""]",1,"[[19572, 19577]]",6,,False,False,19,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,37,docker,vulnscan,"docker exec vulnscan sed -n '32230,32280p' /src/quickjs/quickjs.c",Read js_create_function around lines 32239 and 32274,sed,"[""sed""]",read,"[""/src/quickjs/quickjs.c""]",1,"[[32230, 32280]]",51,,False,False,8,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,39,docker,vulnscan,docker exec vulnscan grep -n 'label_slots\[label\]' /src/quickjs/quickjs.c,Find label resolution code,grep,"[""grep""]",search,"[""/src/quickjs/quickjs.c""]",1,[],0,label_slots\[label\],False,False,8,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,40,docker,vulnscan,"docker exec vulnscan sed -n '31100,31140p' /src/quickjs/quickjs.c",Read label handling in the main pass of resolve_labels,sed,"[""sed""]",read,"[""/src/quickjs/quickjs.c""]",1,"[[31100, 31140]]",41,,False,False,19,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,43,docker,vulnscan,docker exec vulnscan git log --oneline -20 /src/quickjs/quickjs.c,Check recent git history for quickjs.c,git,"[""git""]",vcs,"[""/src/quickjs/quickjs.c""]",1,[],0,,False,False,8,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,44,docker,vulnscan,"docker exec vulnscan sed -n '31060,31080p' /src/quickjs/quickjs.c",Read more of resolve_labels initialization,sed,"[""sed""]",read,"[""/src/quickjs/quickjs.c""]",1,"[[31060, 31080]]",21,,False,False,8,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,46,docker,vulnscan,docker exec vulnscan grep -n 'static.*put_u8\|static.*put_u16\|static.*put_u32' /src/quickjs/quickjs.c,Find put_u8/u16/u32 helper definitions,grep,"[""grep""]",search,"[""/src/quickjs/quickjs.c""]",1,[],0,static.*put_u8\|static.*put_u16\|static.*put_u32,True,False,8,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,47,docker,vulnscan,docker exec vulnscan grep -n 'static inline void put_u8\|static inline void put_u16\|static inline void put_u32\|^static void put_u' /src/quickjs/cutils.h,Find put_u8/u16/u32 inline helpers in cutils.h,grep,"[""grep""]",search,"[""/src/quickjs/cutils.h""]",1,[],0,static inline void put_u8\|static inline void put_u16\|static inline void put_u32\|^static void put_u,True,False,25,loc,42531506,quickjs,,,
arvo-42531506-vul1773208306,48,docker,vulnscan,"docker exec vulnscan sed -n '178,215p' /src/quickjs/cutils.h",Read put_u8/u16/u32 definitions,sed,"[""sed""]",read,"[""/src/quickjs/cutils.h""]",1,"[[178, 215]]",38,,False,False,19,loc,42531506,quickjs,,,
